Lenet_r
Epoch [1/75], Loss: 0.0346, val_loss: 0.0321, val_acc: 0.2811
Epoch [2/75], Loss: 0.0304, val_loss: 0.0282, val_acc: 0.3511
Epoch [3/75], Loss: 0.0281, val_loss: 0.0295, val_acc: 0.3037
Epoch [4/75], Loss: 0.0263, val_loss: 0.0260, val_acc: 0.3842
Epoch [5/75], Loss: 0.0251, val_loss: 0.0247, val_acc: 0.4103
Epoch [6/75], Loss: 0.0241, val_loss: 0.0237, val_acc: 0.4401
Epoch [7/75], Loss: 0.0235, val_loss: 0.0226, val_acc: 0.4709
Epoch [8/75], Loss: 0.0228, val_loss: 0.0224, val_acc: 0.4742
Epoch [9/75], Loss: 0.0223, val_loss: 0.0258, val_acc: 0.3901
Epoch [10/75], Loss: 0.0218, val_loss: 0.0213, val_acc: 0.5009
Epoch [11/75], Loss: 0.0214, val_loss: 0.0247, val_acc: 0.4377
Epoch [12/75], Loss: 0.0210, val_loss: 0.0205, val_acc: 0.5242
Epoch [13/75], Loss: 0.0206, val_loss: 0.0216, val_acc: 0.5004
Epoch [14/75], Loss: 0.0203, val_loss: 0.0296, val_acc: 0.3464
Epoch [15/75], Loss: 0.0199, val_loss: 0.0219, val_acc: 0.4929
Epoch [16/75], Loss: 0.0196, val_loss: 0.0191, val_acc: 0.5607
Epoch [17/75], Loss: 0.0194, val_loss: 0.0253, val_acc: 0.4249
Epoch [18/75], Loss: 0.0191, val_loss: 0.0202, val_acc: 0.5292
Epoch [19/75], Loss: 0.0190, val_loss: 0.0190, val_acc: 0.5573
Epoch [20/75], Loss: 0.0188, val_loss: 0.0184, val_acc: 0.5760
Epoch [21/75], Loss: 0.0186, val_loss: 0.0234, val_acc: 0.4581
Epoch [22/75], Loss: 0.0184, val_loss: 0.0200, val_acc: 0.5542
Epoch [23/75], Loss: 0.0182, val_loss: 0.0179, val_acc: 0.5904
Epoch [24/75], Loss: 0.0180, val_loss: 0.0212, val_acc: 0.5067
Epoch [25/75], Loss: 0.0179, val_loss: 0.0209, val_acc: 0.5228
Epoch [26/75], Loss: 0.0177, val_loss: 0.0207, val_acc: 0.5245
Epoch [27/75], Loss: 0.0175, val_loss: 0.0187, val_acc: 0.5763
Epoch [28/75], Loss: 0.0174, val_loss: 0.0202, val_acc: 0.5308
Epoch [29/75], Loss: 0.0173, val_loss: 0.0181, val_acc: 0.5789
Epoch [30/75], Loss: 0.0172, val_loss: 0.0175, val_acc: 0.6017
Epoch [31/75], Loss: 0.0171, val_loss: 0.0193, val_acc: 0.5638
Epoch [32/75], Loss: 0.0170, val_loss: 0.0172, val_acc: 0.6112
Epoch [33/75], Loss: 0.0168, val_loss: 0.0183, val_acc: 0.5911
Epoch [34/75], Loss: 0.0168, val_loss: 0.0186, val_acc: 0.5820
Epoch [35/75], Loss: 0.0166, val_loss: 0.0181, val_acc: 0.5880
Epoch [36/75], Loss: 0.0166, val_loss: 0.0168, val_acc: 0.6143
Epoch [37/75], Loss: 0.0164, val_loss: 0.0201, val_acc: 0.5518
Epoch [38/75], Loss: 0.0163, val_loss: 0.0178, val_acc: 0.5955
Epoch [39/75], Loss: 0.0162, val_loss: 0.0209, val_acc: 0.5224
Epoch [40/75], Loss: 0.0161, val_loss: 0.0185, val_acc: 0.5829
Epoch [41/75], Loss: 0.0159, val_loss: 0.0165, val_acc: 0.6225
Epoch [42/75], Loss: 0.0160, val_loss: 0.0182, val_acc: 0.5943
Epoch [43/75], Loss: 0.0159, val_loss: 0.0228, val_acc: 0.5138
Epoch [44/75], Loss: 0.0158, val_loss: 0.0168, val_acc: 0.6183
Epoch [45/75], Loss: 0.0156, val_loss: 0.0214, val_acc: 0.5377
Epoch [46/75], Loss: 0.0156, val_loss: 0.0191, val_acc: 0.5695
Epoch [47/75], Loss: 0.0155, val_loss: 0.0190, val_acc: 0.5787
Epoch [48/75], Loss: 0.0154, val_loss: 0.0175, val_acc: 0.6143
Epoch [49/75], Loss: 0.0153, val_loss: 0.0164, val_acc: 0.6269
Epoch [50/75], Loss: 0.0153, val_loss: 0.0169, val_acc: 0.6193
Epoch [51/75], Loss: 0.0152, val_loss: 0.0160, val_acc: 0.6365
Epoch [52/75], Loss: 0.0151, val_loss: 0.0186, val_acc: 0.5780
Epoch [53/75], Loss: 0.0150, val_loss: 0.0160, val_acc: 0.6400
Epoch [54/75], Loss: 0.0150, val_loss: 0.0166, val_acc: 0.6244
Epoch [55/75], Loss: 0.0148, val_loss: 0.0170, val_acc: 0.6185
Epoch [56/75], Loss: 0.0148, val_loss: 0.0158, val_acc: 0.6441
Epoch [57/75], Loss: 0.0147, val_loss: 0.0211, val_acc: 0.5614
Epoch [58/75], Loss: 0.0146, val_loss: 0.0164, val_acc: 0.6288
Epoch [59/75], Loss: 0.0145, val_loss: 0.0171, val_acc: 0.6183
Epoch [60/75], Loss: 0.0145, val_loss: 0.0156, val_acc: 0.6460
Epoch [61/75], Loss: 0.0144, val_loss: 0.0162, val_acc: 0.6371
Epoch [62/75], Loss: 0.0144, val_loss: 0.0164, val_acc: 0.6337
