Lenet
Epoch [1/100], Loss: 0.0360, val_loss: 0.0361, val_acc: 0.1161
Epoch [2/100], Loss: 0.0359, val_loss: 0.0361, val_acc: 0.1036
Epoch [3/100], Loss: 0.0359, val_loss: 0.0360, val_acc: 0.1156
Epoch [4/100], Loss: 0.0357, val_loss: 0.0357, val_acc: 0.1125
Epoch [5/100], Loss: 0.0351, val_loss: 0.0345, val_acc: 0.1859
Epoch [6/100], Loss: 0.0329, val_loss: 0.0320, val_acc: 0.2594
Epoch [7/100], Loss: 0.0315, val_loss: 0.0315, val_acc: 0.2568
Epoch [8/100], Loss: 0.0310, val_loss: 0.0314, val_acc: 0.2621
Epoch [9/100], Loss: 0.0306, val_loss: 0.0306, val_acc: 0.2945
Epoch [10/100], Loss: 0.0301, val_loss: 0.0301, val_acc: 0.3072
Epoch [11/100], Loss: 0.0295, val_loss: 0.0296, val_acc: 0.3258
Epoch [12/100], Loss: 0.0286, val_loss: 0.0288, val_acc: 0.3518
Epoch [13/100], Loss: 0.0279, val_loss: 0.0278, val_acc: 0.3683
Epoch [14/100], Loss: 0.0271, val_loss: 0.0267, val_acc: 0.3906
Epoch [15/100], Loss: 0.0264, val_loss: 0.0262, val_acc: 0.3996
Epoch [16/100], Loss: 0.0258, val_loss: 0.0271, val_acc: 0.3815
Epoch [17/100], Loss: 0.0252, val_loss: 0.0257, val_acc: 0.4145
Epoch [18/100], Loss: 0.0247, val_loss: 0.0258, val_acc: 0.4147
Epoch [19/100], Loss: 0.0242, val_loss: 0.0244, val_acc: 0.4392
Epoch [20/100], Loss: 0.0238, val_loss: 0.0239, val_acc: 0.4481
Epoch [21/100], Loss: 0.0235, val_loss: 0.0238, val_acc: 0.4569
Epoch [22/100], Loss: 0.0231, val_loss: 0.0238, val_acc: 0.4540
Epoch [23/100], Loss: 0.0229, val_loss: 0.0234, val_acc: 0.4584
Epoch [24/100], Loss: 0.0226, val_loss: 0.0230, val_acc: 0.4661
Epoch [25/100], Loss: 0.0224, val_loss: 0.0232, val_acc: 0.4644
Epoch [26/100], Loss: 0.0221, val_loss: 0.0230, val_acc: 0.4790
Epoch [27/100], Loss: 0.0219, val_loss: 0.0223, val_acc: 0.4895
Epoch [28/100], Loss: 0.0217, val_loss: 0.0224, val_acc: 0.4852
Epoch [29/100], Loss: 0.0215, val_loss: 0.0220, val_acc: 0.4970
Epoch [30/100], Loss: 0.0212, val_loss: 0.0220, val_acc: 0.4952
Epoch [31/100], Loss: 0.0211, val_loss: 0.0216, val_acc: 0.5057
Epoch [32/100], Loss: 0.0209, val_loss: 0.0217, val_acc: 0.5050
Epoch [33/100], Loss: 0.0207, val_loss: 0.0220, val_acc: 0.4934
Epoch [34/100], Loss: 0.0205, val_loss: 0.0214, val_acc: 0.5130
Epoch [35/100], Loss: 0.0203, val_loss: 0.0211, val_acc: 0.5234
Epoch [36/100], Loss: 0.0202, val_loss: 0.0210, val_acc: 0.5246
Epoch [37/100], Loss: 0.0199, val_loss: 0.0208, val_acc: 0.5314
Epoch [38/100], Loss: 0.0198, val_loss: 0.0210, val_acc: 0.5257
Epoch [39/100], Loss: 0.0196, val_loss: 0.0208, val_acc: 0.5246
Epoch [40/100], Loss: 0.0195, val_loss: 0.0205, val_acc: 0.5335
Epoch [41/100], Loss: 0.0193, val_loss: 0.0204, val_acc: 0.5389
Epoch [42/100], Loss: 0.0191, val_loss: 0.0206, val_acc: 0.5368
Epoch [43/100], Loss: 0.0190, val_loss: 0.0200, val_acc: 0.5436
Epoch [44/100], Loss: 0.0188, val_loss: 0.0200, val_acc: 0.5485
Epoch [45/100], Loss: 0.0186, val_loss: 0.0202, val_acc: 0.5427
Epoch [46/100], Loss: 0.0185, val_loss: 0.0199, val_acc: 0.5524
Epoch [47/100], Loss: 0.0183, val_loss: 0.0209, val_acc: 0.5342
Epoch [48/100], Loss: 0.0182, val_loss: 0.0198, val_acc: 0.5531
Epoch [49/100], Loss: 0.0180, val_loss: 0.0200, val_acc: 0.5578
Epoch [50/100], Loss: 0.0179, val_loss: 0.0197, val_acc: 0.5611
Epoch [51/100], Loss: 0.0177, val_loss: 0.0202, val_acc: 0.5477
Epoch [52/100], Loss: 0.0176, val_loss: 0.0196, val_acc: 0.5548
Epoch [53/100], Loss: 0.0175, val_loss: 0.0193, val_acc: 0.5679
Epoch [54/100], Loss: 0.0173, val_loss: 0.0194, val_acc: 0.5653
Epoch [55/100], Loss: 0.0172, val_loss: 0.0195, val_acc: 0.5660
Epoch [56/100], Loss: 0.0170, val_loss: 0.0193, val_acc: 0.5684
Epoch [57/100], Loss: 0.0169, val_loss: 0.0189, val_acc: 0.5836
Epoch [58/100], Loss: 0.0168, val_loss: 0.0191, val_acc: 0.5758
Epoch [59/100], Loss: 0.0166, val_loss: 0.0193, val_acc: 0.5758
Epoch [60/100], Loss: 0.0165, val_loss: 0.0195, val_acc: 0.5645
Epoch [61/100], Loss: 0.0164, val_loss: 0.0189, val_acc: 0.5795
Epoch [62/100], Loss: 0.0163, val_loss: 0.0190, val_acc: 0.5734
Epoch [63/100], Loss: 0.0162, val_loss: 0.0187, val_acc: 0.5851
Epoch [64/100], Loss: 0.0161, val_loss: 0.0194, val_acc: 0.5743
Epoch [65/100], Loss: 0.0159, val_loss: 0.0188, val_acc: 0.5871
Epoch [66/100], Loss: 0.0158, val_loss: 0.0187, val_acc: 0.5820
Epoch [67/100], Loss: 0.0157, val_loss: 0.0191, val_acc: 0.5810
Epoch [68/100], Loss: 0.0156, val_loss: 0.0183, val_acc: 0.5972
Epoch [69/100], Loss: 0.0155, val_loss: 0.0187, val_acc: 0.5896
Epoch [70/100], Loss: 0.0154, val_loss: 0.0185, val_acc: 0.5921
Epoch [71/100], Loss: 0.0153, val_loss: 0.0185, val_acc: 0.5975
Epoch [72/100], Loss: 0.0152, val_loss: 0.0186, val_acc: 0.5897
Epoch [73/100], Loss: 0.0151, val_loss: 0.0186, val_acc: 0.5944
Epoch [74/100], Loss: 0.0150, val_loss: 0.0183, val_acc: 0.5979
Epoch [75/100], Loss: 0.0148, val_loss: 0.0186, val_acc: 0.5924
Epoch [76/100], Loss: 0.0147, val_loss: 0.0185, val_acc: 0.5983
Epoch [77/100], Loss: 0.0146, val_loss: 0.0189, val_acc: 0.5871
Epoch [78/100], Loss: 0.0145, val_loss: 0.0185, val_acc: 0.5964
Epoch [79/100], Loss: 0.0144, val_loss: 0.0181, val_acc: 0.6042
Epoch [80/100], Loss: 0.0143, val_loss: 0.0183, val_acc: 0.6053
Epoch [81/100], Loss: 0.0142, val_loss: 0.0183, val_acc: 0.6003
Epoch [82/100], Loss: 0.0141, val_loss: 0.0184, val_acc: 0.5987
Epoch [83/100], Loss: 0.0141, val_loss: 0.0191, val_acc: 0.5829
Epoch [84/100], Loss: 0.0139, val_loss: 0.0186, val_acc: 0.5940
Epoch [85/100], Loss: 0.0139, val_loss: 0.0183, val_acc: 0.6005
Epoch [86/100], Loss: 0.0138, val_loss: 0.0183, val_acc: 0.6002
Epoch [87/100], Loss: 0.0136, val_loss: 0.0196, val_acc: 0.5887
Epoch [88/100], Loss: 0.0135, val_loss: 0.0187, val_acc: 0.5986
Epoch [89/100], Loss: 0.0135, val_loss: 0.0185, val_acc: 0.6012
Epoch [90/100], Loss: 0.0134, val_loss: 0.0185, val_acc: 0.6032
Epoch [91/100], Loss: 0.0133, val_loss: 0.0183, val_acc: 0.6047
Epoch [92/100], Loss: 0.0132, val_loss: 0.0186, val_acc: 0.6033
Epoch [93/100], Loss: 0.0131, val_loss: 0.0189, val_acc: 0.5955
Epoch [94/100], Loss: 0.0130, val_loss: 0.0182, val_acc: 0.6102
Epoch [95/100], Loss: 0.0129, val_loss: 0.0183, val_acc: 0.6077
