Epoch [1/100], Loss: 0.0359, val_loss: 0.0359, val_acc: 0.1282
Epoch [2/100], Loss: 0.0356, val_loss: 0.0356, val_acc: 0.1266
Epoch [3/100], Loss: 0.0352, val_loss: 0.0351, val_acc: 0.1798
Epoch [4/100], Loss: 0.0345, val_loss: 0.0342, val_acc: 0.2084
Epoch [5/100], Loss: 0.0334, val_loss: 0.0331, val_acc: 0.2275
Epoch [6/100], Loss: 0.0325, val_loss: 0.0324, val_acc: 0.2531
Epoch [7/100], Loss: 0.0319, val_loss: 0.0319, val_acc: 0.2649
Epoch [8/100], Loss: 0.0314, val_loss: 0.0314, val_acc: 0.2730
Epoch [9/100], Loss: 0.0309, val_loss: 0.0310, val_acc: 0.2831
Epoch [10/100], Loss: 0.0305, val_loss: 0.0307, val_acc: 0.2872
Epoch [11/100], Loss: 0.0302, val_loss: 0.0303, val_acc: 0.3056
Epoch [12/100], Loss: 0.0299, val_loss: 0.0300, val_acc: 0.3090
Epoch [13/100], Loss: 0.0297, val_loss: 0.0298, val_acc: 0.3222
Epoch [14/100], Loss: 0.0294, val_loss: 0.0296, val_acc: 0.3272
Epoch [15/100], Loss: 0.0292, val_loss: 0.0294, val_acc: 0.3293
Epoch [16/100], Loss: 0.0290, val_loss: 0.0292, val_acc: 0.3370
Epoch [17/100], Loss: 0.0288, val_loss: 0.0290, val_acc: 0.3401
Epoch [18/100], Loss: 0.0286, val_loss: 0.0287, val_acc: 0.3465
Epoch [19/100], Loss: 0.0284, val_loss: 0.0286, val_acc: 0.3474
Epoch [20/100], Loss: 0.0282, val_loss: 0.0284, val_acc: 0.3583
Epoch [21/100], Loss: 0.0280, val_loss: 0.0282, val_acc: 0.3574
Epoch [22/100], Loss: 0.0278, val_loss: 0.0280, val_acc: 0.3608
Epoch [23/100], Loss: 0.0276, val_loss: 0.0278, val_acc: 0.3695
Epoch [24/100], Loss: 0.0274, val_loss: 0.0276, val_acc: 0.3720
Epoch [25/100], Loss: 0.0273, val_loss: 0.0275, val_acc: 0.3709
Epoch [26/100], Loss: 0.0271, val_loss: 0.0273, val_acc: 0.3716
Epoch [27/100], Loss: 0.0269, val_loss: 0.0272, val_acc: 0.3781
Epoch [28/100], Loss: 0.0268, val_loss: 0.0270, val_acc: 0.3802
Epoch [29/100], Loss: 0.0266, val_loss: 0.0268, val_acc: 0.3819
Epoch [30/100], Loss: 0.0265, val_loss: 0.0268, val_acc: 0.3827
Epoch [31/100], Loss: 0.0263, val_loss: 0.0266, val_acc: 0.3872
Epoch [32/100], Loss: 0.0262, val_loss: 0.0264, val_acc: 0.3930
Epoch [33/100], Loss: 0.0260, val_loss: 0.0263, val_acc: 0.3920
Epoch [34/100], Loss: 0.0259, val_loss: 0.0262, val_acc: 0.4005
Epoch [35/100], Loss: 0.0257, val_loss: 0.0261, val_acc: 0.4019
Epoch [36/100], Loss: 0.0256, val_loss: 0.0259, val_acc: 0.4033
Epoch [37/100], Loss: 0.0255, val_loss: 0.0258, val_acc: 0.4085
Epoch [38/100], Loss: 0.0253, val_loss: 0.0257, val_acc: 0.4066
Epoch [39/100], Loss: 0.0252, val_loss: 0.0255, val_acc: 0.4092
Epoch [40/100], Loss: 0.0251, val_loss: 0.0254, val_acc: 0.4167
Epoch [41/100], Loss: 0.0249, val_loss: 0.0254, val_acc: 0.4169
Epoch [42/100], Loss: 0.0248, val_loss: 0.0252, val_acc: 0.4202
Epoch [43/100], Loss: 0.0247, val_loss: 0.0251, val_acc: 0.4208
Epoch [44/100], Loss: 0.0245, val_loss: 0.0252, val_acc: 0.4214
Epoch [45/100], Loss: 0.0244, val_loss: 0.0249, val_acc: 0.4309
Epoch [46/100], Loss: 0.0242, val_loss: 0.0250, val_acc: 0.4286
Epoch [47/100], Loss: 0.0241, val_loss: 0.0247, val_acc: 0.4350
Epoch [48/100], Loss: 0.0240, val_loss: 0.0250, val_acc: 0.4294
Epoch [49/100], Loss: 0.0239, val_loss: 0.0245, val_acc: 0.4412
Epoch [50/100], Loss: 0.0238, val_loss: 0.0248, val_acc: 0.4361
Epoch [51/100], Loss: 0.0236, val_loss: 0.0243, val_acc: 0.4451
